customerid,exited,surname,creditscore,geography,gender,age,tenure,balance,hascrcard,isactivemember,estimatedsalary,bank_products
15673693,0,Reppert,682,France,Female,26.0,0,110654.02,0,1,111879.21,CertificateOfDeposit
15700696,0,Kang,738,Spain,Male,31.0,9,79019.8,1,1,18606.23,InvestmentFund
15813163,0,Ch'iu,531,Spain,Female,36.0,9,99240.51,1,0,123137.01,HomeEquityLoan
15653857,0,Wallis,498,France,Male,34.0,2,0.0,1,1,148528.24,"SavingsAccount,CertificateOfDeposit"
15777076,0,Clark,651,France,Male,36.0,7,0.0,1,0,13898.31,"SavingsAccount,RetirementAccount"
15717398,1,Fielding,549,Spain,Female,39.0,7,0.0,0,0,81259.25,HomeEquityLoan
15799217,0,Zetticci,791,Germany,Female,35.0,7,52436.2,1,0,161051.75,InvestmentFund
15787071,0,Dulhunty,650,Spain,Male,41.0,9,0.0,0,1,191599.67,"PersonalLoan,HomeEquityLoan"
15619955,1,Bevington,733,Germany,Male,34.0,3,100337.96,1,0,48559.19,"HomeEquityLoan,RetirementAccount,SavingsAccount"
15796505,0,Boyle,811,Germany,Female,34.0,1,149297.19,1,1,186339.74,"AutoLoan,CertificateOfDeposit"
15725166,0,Dr. Newton,707,France,Male,30.0,8,0.0,1,0,33159.37,"InvestmentFund,HomeEquityLoan"
15800116,0,Bowman,712,Germany,Male,28.0,4,145605.44,0,1,93883.53,AutoLoan
15758685,0,Dubinina,706,Spain,Female,37.0,7,0.0,1,1,110899.3,"PersonalLoan,AutoLoan"
15694456,1,Toscani,756,France,Male,62.0,3,0.0,1,1,11199.04,RetirementAccount
15767339,0,Chiazagomekpere,777,France,Female,53.0,10,0.0,1,0,189992.97,"MortgageLoan,CreditCard"
15683562,0,Allen,646,France,Male,35.0,6,84026.86,0,1,164255.69,HomeEquityLoan
15782210,1,K'ung,714,France,Male,46.0,1,0.0,1,0,152167.79,AutoLoan
15668893,0,Wilsmore,782,France,Male,39.0,8,0.0,1,1,33949.67,"SavingsAccount,RetirementAccount"
15669169,0,Hargreaves,775,Spain,Male,29.0,10,0.0,1,1,68143.93,"CheckingAccount,CertificateOfDeposit"
15643024,1,Huang,479,Germany,Male,35.0,4,138718.92,1,1,47251.79,PersonalLoan
15699389,0,Ch'ien,807,France,Male,42.0,7,118274.71,1,1,25885.72,PersonalLoan
15708608,0,Wallwork,799,France,Female,22.0,8,174185.98,0,1,192633.85,"RetirementAccount,CertificateOfDeposit"
15626144,0,Chu,675,France,Male,40.0,7,113208.86,1,0,34577.36,"HomeEquityLoan,MortgageLoan"
15573112,0,Kang,602,Spain,Male,29.0,5,103907.28,1,0,161229.84,CreditCard
15790678,0,Davidson,475,France,,32.0,8,119023.28,1,0,100816.29,PersonalLoan
15727556,0,O'Donnell,744,Spain,Female,26.0,5,166297.89,1,1,181694.44,InvestmentFund
15697307,0,Nnachetam,588,Spain,Male,34.0,10,0.0,1,0,79078.91,"CreditCard,MortgageLoan"
15652266,0,Chidiebele,703,Germany,Male,42.0,9,63227.0,0,1,137316.32,CreditCard
15607098,0,Ahmed,747,Spain,Female,41.0,5,94521.17,1,0,194926.86,"RetirementAccount,HomeEquityLoan"
15655774,0,Booth,583,France,Male,27.0,7,0.0,1,0,51285.49,"InvestmentFund,CertificateOfDeposit"
15590241,1,Chuang,750,Spain,Female,34.0,9,112822.26,0,0,150401.53,CreditCard
15785819,0,Shao,681,France,Male,38.0,3,0.0,1,1,112491.96,"MortgageLoan,RetirementAccount"
15723654,0,Tsao,773,France,Male,25.0,2,135903.33,1,0,73656.38,AutoLoan
15774510,0,Tien,714,France,Female,31.0,4,125169.26,1,1,106636.89,AutoLoan
15684173,1,Chang,687,Spain,Female,44.0,7,0.0,1,0,155853.52,"CreditCard,InvestmentFund,AutoLoan"
15650068,0,Johnson,511,France,Male,58.0,0,149117.31,1,1,162599.51,HomeEquityLoan
15811490,0,French,627,France,Male,33.0,5,0.0,1,1,103737.82,"CertificateOfDeposit,SavingsAccount"
15803976,0,Efremov,694,France,Female,31.0,10,0.0,1,0,160990.27,"MortgageLoan,CheckingAccount"
15682541,0,Hartley,616,Spain,Female,36.0,6,132311.71,0,0,15462.84,CheckingAccount
15695699,0,Calabrese,687,France,Male,35.0,8,0.0,1,0,10334.05,"InvestmentFund,MortgageLoan"
15624188,0,Chiu,712,France,Female,33.0,6,0.0,1,1,190686.16,"CheckingAccount,SavingsAccount"
15812191,0,Brennan,553,France,Male,33.0,4,118082.89,0,0,94440.45,SavingsAccount
15636673,0,Dr. Onwuatuegwu,667,France,Male,31.0,1,119266.69,1,1,28257.63,HomeEquityLoan
15594898,1,Hewitt,731,France,Male,43.0,2,0.0,1,1,170034.95,CheckingAccount
15660211,0,Shih,629,Germany,Male,35.0,7,156847.29,1,0,31824.29,"SavingsAccount,MortgageLoan"
15773972,1,Balashov,614,France,Male,50.0,4,137104.47,1,0,127166.49,CreditCard
15746726,0,Doyle,438,Germany,Male,31.0,8,78398.69,1,0,44937.01,PersonalLoan
15712287,0,Pokrovskii,652,France,Female,80.0,4,0.0,1,1,188603.07,"CreditCard,CheckingAccount"
15702919,0,Collins,729,Germany,Male,30.0,6,63669.42,1,0,145111.37,SavingsAccount
15674398,0,Russo,642,France,Male,38.0,3,0.0,0,0,171463.83,"PersonalLoan,MortgageLoan"
15797960,0,Dr. Skinner,806,Germany,Female,59.0,0,135296.33,1,0,182822.5,CertificateOfDeposit
15631868,0,Robertson,744,Spain,Male,36.0,2,153804.44,1,1,87213.33,CertificateOfDeposit
15581539,0,Atkinson,474,Spain,Male,37.0,3,0.0,0,0,57175.32,"MortgageLoan,CreditCard"
15662736,1,Doyle,559,France,Male,49.0,2,147069.78,1,0,120540.83,CheckingAccount
15666252,0,Ritchie,706,Spain,Male,42.0,9,0.0,1,1,28714.34,"AutoLoan,CreditCard"
15677512,0,McEncroe,628,Spain,Female,22.0,3,0.0,1,0,85426.28,CheckingAccount
15626114,0,Pearson,429,France,Male,24.0,4,95741.75,1,0,46170.75,SavingsAccount
15810834,0,Gordon,525,Spain,Female,57.0,2,145965.33,1,1,64448.36,InvestmentFund
15678910,0,Ts'ai,680,France,Female,30.0,8,141441.75,1,1,16278.97,CertificateOfDeposit
15694408,1,Lung,749,France,Male,40.0,1,139290.41,1,0,182855.42,SavingsAccount
15585215,0,Yuan,763,France,Female,31.0,4,0.0,0,0,50404.72,"PersonalLoan,MortgageLoan"
15682757,0,Dr. Pardey,734,France,Male,30.0,3,0.0,1,0,107640.25,"CreditCard,RetirementAccount"
15736601,0,Tai,716,France,Male,35.0,4,144428.87,1,0,134132.65,AutoLoan
15601848,0,Scott,594,France,Male,35.0,2,0.0,1,0,103480.69,"RetirementAccount,CertificateOfDeposit"
15736008,1,Hunter,644,France,Female,46.0,9,95441.27,1,0,108761.05,AutoLoan
15669064,0,Mazzanti,671,Germany,Male,35.0,1,144848.74,1,1,179012.3,InvestmentFund
15624528,0,L?,664,Germany,Male,26.0,7,116244.14,1,1,95145.14,"AutoLoan,SavingsAccount"
15598493,0,Beach,656,France,Male,50.0,7,0.0,0,1,72143.44,"MortgageLoan,InvestmentFund"
15601274,0,Hsieh,667,Spain,Female,40.0,1,146502.07,1,0,19162.89,RetirementAccount
15702669,0,Faulkner,663,Germany,Male,44.0,2,117028.6,0,1,144680.18,"MortgageLoan,HomeEquityLoan"
15728669,1,Knowles,584,Germany,Female,30.0,8,112013.81,1,0,177772.03,AutoLoan
15742668,0,Day,626,Spain,Female,37.0,6,108269.37,1,0,5597.94,CheckingAccount
15697441,1,Hsueh,485,France,Male,29.0,7,182123.79,1,0,116828.51,MortgageLoan
15740476,0,Tsao,659,Germany,Female,32.0,3,150923.74,0,1,174652.51,"AutoLoan,HomeEquityLoan"
15648064,0,Kennedy,649,France,Male,33.0,2,0.0,1,0,2010.98,"CreditCard,MortgageLoan"
15636624,1,Nwabugwu,805,Spain,Female,39.0,5,165272.13,1,0,14109.85,CreditCard
15807923,1,Young,716,Germany,Female,39.0,10,115301.31,1,0,43527.4,SavingsAccount
15745844,1,Kerr,642,Germany,Female,40.0,6,129502.49,0,1,86099.23,"SavingsAccount,RetirementAccount"
15786170,0,Tien,659,France,Male,31.0,4,118342.26,0,0,161574.19,RetirementAccount
15681081,0,Marrero,545,Spain,Female,47.0,5,0.0,1,1,38970.14,"CreditCard,AutoLoan"
15684484,0,White,543,France,Male,22.0,8,0.0,0,0,127587.22,"CreditCard,AutoLoan"
15785869,0,Pisano,718,France,Female,25.0,7,0.0,1,0,30380.12,"HomeEquityLoan,CreditCard"
15763859,0,Brown,840,France,Female,43.0,7,0.0,1,0,90908.95,"RetirementAccount,InvestmentFund"
15658935,0,Freeman,630,Germany,Female,34.0,9,106937.05,1,0,138275.01,"CreditCard,PersonalLoan"
15747358,0,Russell,643,Germany,Male,59.0,3,170331.37,1,1,32171.79,PersonalLoan
15735203,0,Seleznyov,654,Germany,Female,32.0,1,114510.85,1,1,126143.23,AutoLoan
15576256,0,Yusupova,582,France,Male,39.0,5,0.0,1,1,129892.93,"CertificateOfDeposit,PersonalLoan"
15659420,0,Foley,659,Spain,Male,32.0,3,107594.11,1,1,102416.84,"AutoLoan,InvestmentFund"
15593365,0,Shih,762,Spain,Male,39.0,2,81273.13,1,1,18719.67,CertificateOfDeposit
15777352,0,Ikedinachukwu,568,Spain,Female,32.0,7,169399.6,1,0,61936.22,PersonalLoan
15812007,0,Power,670,Spain,Male,25.0,6,0.0,1,1,78358.94,"MortgageLoan,AutoLoan"
15625461,0,Amos,613,France,Female,45.0,1,187841.99,1,1,147224.27,"RetirementAccount,AutoLoan"
15739438,0,Reed,539,France,Male,30.0,0,0.0,1,0,160979.66,"MortgageLoan,RetirementAccount"
15611759,0,Simmons,850,Spain,Female,57.0,8,126776.3,1,1,132298.49,"CreditCard,SavingsAccount"
15661629,1,Ricci,522,Spain,Male,34.0,9,126436.29,1,0,174248.52,PersonalLoan
15633950,0,Dr. Yen,737,France,Male,41.0,1,101960.74,1,1,123547.28,RetirementAccount
15592386,0,Campbell,520,France,Male,58.0,3,0.0,0,1,32790.02,"CreditCard,AutoLoan"
15803716,0,West,706,Spain,Male,28.0,3,0.0,0,1,181543.67,"CertificateOfDeposit,RetirementAccount"
15696674,1,Robinson,643,Germany,Female,45.0,2,150842.93,0,1,2319.96,CertificateOfDeposit
15706365,0,Bianchi,648,France,Female,50.0,9,102535.57,1,1,189543.19,CheckingAccount
15745088,0,Chen,443,Germany,Female,29.0,9,99027.61,1,0,10940.4,"HomeEquityLoan,CreditCard"
15676715,0,Dr. Madukaego,640,France,Male,68.0,9,0.0,1,1,199493.38,"CreditCard,CertificateOfDeposit"
15613085,0,Ibrahimova,628,Spain,Female,33.0,3,0.0,1,1,188193.25,AutoLoan
15633537,0,Dr. Nolan,540,Germany,Female,42.0,9,87271.41,1,0,172572.64,"InvestmentFund,SavingsAccount"
15594720,0,Dr. Scott,460,Germany,Female,35.0,8,102742.91,1,1,189339.6,"MortgageLoan,RetirementAccount"
15684042,0,Blair,636,Germany,Male,34.0,2,40105.51,0,1,53512.16,"CheckingAccount,PersonalLoan"
15583303,0,Monaldo,593,France,Female,29.0,2,152265.43,1,0,34004.44,MortgageLoan
15611579,0,Sutherland,801,,Male,42.0,4,141947.67,1,1,10598.29,HomeEquityLoan
15774696,0,Cole,640,Germany,Female,75.0,1,106307.91,0,1,113428.77,"MortgageLoan,CheckingAccount"
15694506,0,Briggs,611,Germany,Male,31.0,0,107884.81,1,1,183487.98,"InvestmentFund,RetirementAccount"
15688074,0,Gregory,802,Germany,Male,31.0,1,125013.72,1,1,187658.09,PersonalLoan
15759537,0,Bianchi,717,Germany,Male,35.0,7,58469.37,1,1,172459.39,"MortgageLoan,CreditCard"
15758449,0,Angelo,769,France,Female,39.0,8,0.0,0,1,21016.0,CheckingAccount
15583456,1,Gardiner,745,Germany,Male,45.0,10,117231.63,1,1,122381.02,"CertificateOfDeposit,CheckingAccount,RetirementAccount"
15667871,0,Kerr,572,Spain,Male,35.0,4,152390.26,1,0,128123.66,CertificateOfDeposit
15677371,0,Ko,629,Spain,Female,30.0,2,34013.63,1,0,19570.63,CheckingAccount
15629677,1,Distefano,687,Spain,Female,39.0,2,0.0,0,0,188150.6,"CheckingAccount,PersonalLoan,InvestmentFund"
15713578,0,Farrell,483,France,Female,50.0,9,0.0,1,1,111020.24,"HomeEquityLoan,CheckingAccount"
15591509,0,Milano,690,France,Male,36.0,7,101583.11,1,0,123775.15,"PersonalLoan,InvestmentFund"
15568240,0,Ting,492,Germany,Female,30.0,10,77168.87,0,1,146700.22,"CreditCard,MortgageLoan"
15622993,0,Boyd,709,Germany,Male,28.0,8,124695.72,1,0,145251.35,"RetirementAccount,SavingsAccount"
15689294,0,Onyemaechi,705,Germany,Male,,3,105934.96,1,0,82463.69,AutoLoan
15720910,0,Black,560,France,Female,66.0,9,0.0,1,1,15928.49,SavingsAccount
15721181,0,Oliver,611,Spain,Male,46.0,6,0.0,1,0,45886.33,"CreditCard,RetirementAccount"
15776433,0,Greco,730,Spain,Male,62.0,2,0.0,1,1,186489.95,"PersonalLoan,InvestmentFund"
15748936,0,Whitehead,709,Spain,Female,45.0,2,0.0,0,1,162922.65,"SavingsAccount,PersonalLoan"
15717225,0,Ikemefuna,544,France,Female,21.0,10,161525.96,1,0,9262.77,"InvestmentFund,MortgageLoan"
15685226,0,Prof. Morrison,712,Germany,Female,29.0,7,147199.07,1,1,84932.4,CheckingAccount
15785611,0,Onyeoruru,752,Germany,Male,,3,183102.29,1,1,71557.12,InvestmentFund
15573456,1,Cunningham,648,Spain,Male,46.0,9,127209.0,1,0,77405.95,"SavingsAccount,HomeEquityLoan"
15684548,1,Demidov,556,Spain,Male,38.0,8,0.0,0,0,417.41,"InvestmentFund,HomeEquityLoan"
15620505,0,Celis,594,Spain,Female,24.0,0,97378.54,1,1,71405.17,AutoLoan
15807432,0,Dr. Cheng,645,Germany,Female,37.0,2,136925.09,0,1,153400.24,"InvestmentFund,CreditCard"
15584766,0,Knight,557,,Male,,3,54503.55,1,1,371.05,RetirementAccount
15612187,0,Morin,547,Germany,Male,32.0,8,155726.85,1,0,67789.99,SavingsAccount
15762218,0,Mills,701,France,Female,39.0,9,0.0,0,1,145894.9,"CertificateOfDeposit,PersonalLoan"
15646372,1,Outhwaite,616,France,Female,66.0,1,135842.41,1,0,183840.51,PersonalLoan
15690452,0,Tung,605,France,Male,52.0,1,63349.75,1,0,108887.44,CheckingAccount
15747795,0,Dr. Pai,593,Germany,Female,38.0,4,129499.42,1,1,154071.27,CheckingAccount
15781589,0,Carpenter,751,Spain,Male,52.0,8,0.0,0,1,179291.85,"MortgageLoan,CreditCard"
15732674,0,Fennell,443,Spain,Male,36.0,6,70438.01,0,1,56937.43,"InvestmentFund,CreditCard"
15642291,0,Fontaine,685,France,Male,23.0,8,0.0,1,1,112239.03,"InvestmentFund,RetirementAccount"
15692761,0,Pratt,718,France,Male,36.0,9,0.0,1,0,45909.87,RetirementAccount
15578045,1,Mitchell,538,Spain,Female,49.0,9,141434.04,0,0,173779.25,InvestmentFund
15745354,0,Franklin,611,Spain,Female,37.0,4,0.0,1,0,125696.26,"InvestmentFund,SavingsAccount"
15701376,0,Dr. K'ung,668,Germany,Male,37.0,10,152958.29,1,1,159585.61,"CertificateOfDeposit,PersonalLoan"
15691625,0,Ko,537,Germany,Female,41.0,3,138306.34,1,0,106761.47,InvestmentFund
15566594,0,McKenzie,709,Spain,Male,23.0,10,0.0,0,0,129590.18,"AutoLoan,CreditCard"
15760431,0,Dr. Pino,850,France,Male,38.0,1,0.0,1,1,80006.65,"MortgageLoan,SavingsAccount"
15686302,0,Dr. Fisk,745,Spain,Female,31.0,3,124328.84,1,1,140451.52,AutoLoan
15801559,1,Chiang,693,Germany,Female,41.0,9,181461.48,1,1,187929.43,"SavingsAccount,HomeEquityLoan,MortgageLoan"
15810432,0,Moseley,795,Spain,Male,35.0,8,0.0,1,0,167155.36,"CreditCard,CertificateOfDeposit"
15809616,0,Hsiung,626,Spain,Male,26.0,8,0.0,0,0,191420.71,"SavingsAccount,HomeEquityLoan"
15720559,1,Heath,487,Germany,Female,61.0,5,110368.03,0,0,11384.45,CreditCard
15695632,0,Dellucci,556,France,Female,39.0,9,89588.35,1,1,94898.1,HomeEquityLoan
15659843,0,Li,643,France,Female,46.0,6,0.0,0,0,106781.59,"CreditCard,CheckingAccount"
15615624,0,De Salis,605,France,Female,28.0,6,0.0,0,0,159508.52,"SavingsAccount,CreditCard"
15810418,1,T'ang,756,Germany,Female,60.0,3,115924.89,1,0,93524.19,RetirementAccount
15716186,0,Richardson,586,France,Female,38.0,2,0.0,1,0,87168.46,"MortgageLoan,CreditCard"
15674551,1,Fitch,535,Germany,Male,,7,111756.5,1,0,8128.32,RetirementAccount
15622834,0,Stevenson,678,France,Female,35.0,4,0.0,1,0,125518.32,HomeEquityLoan
15566111,0,Estes,596,France,Male,39.0,9,0.0,1,0,48963.59,CheckingAccount
15784597,0,Lattimore,648,France,Male,26.0,9,162923.85,1,0,98368.24,MortgageLoan
15652883,0,Chung,492,Germany,Male,39.0,10,124576.65,1,0,148584.61,"InvestmentFund,SavingsAccount"
15806964,0,Utz,702,France,Male,45.0,0,80793.58,1,1,27474.81,MortgageLoan
15576313,0,Wei,486,Germany,Female,40.0,9,71340.09,1,0,76192.21,CheckingAccount
15806467,1,Boyle,568,Germany,Male,40.0,1,99282.63,0,0,134600.94,HomeEquityLoan
15597602,1,Nwachinemelu,619,Germany,Male,57.0,3,137946.39,1,1,72467.99,CheckingAccount
15743040,0,Kuznetsova,724,Germany,Male,41.0,2,127892.57,0,1,199645.45,"RetirementAccount,HomeEquityLoan"
15705521,0,Pisani,548,Germany,Female,,0,101084.36,1,0,42749.85,RetirementAccount
15595039,1,Manna,545,Germany,Female,37.0,8,114754.08,1,0,136050.44,HomeEquityLoan
15799384,0,Collier,683,France,Male,33.0,8,0.0,0,0,73564.44,CheckingAccount
15581197,0,Ricci,762,France,Female,51.0,3,99286.98,0,1,85578.63,HomeEquityLoan
15693737,0,Carr,627,Germany,Female,30.0,4,79871.02,1,0,129826.89,"CheckingAccount,AutoLoan"
15624623,0,Hs?,516,France,Male,35.0,10,104088.59,0,0,119666.0,"SavingsAccount,AutoLoan"
15783501,0,Findlay,800,France,Female,38.0,2,168190.33,1,0,68052.08,"CreditCard,CheckingAccount"
15690134,0,Hughes,464,Germany,Female,42.0,3,85679.25,1,1,164104.74,CreditCard
15782735,0,Chukwuemeka,626,France,Female,35.0,3,0.0,0,0,80190.36,CheckingAccount
15611088,0,Prof. Genovese,790,France,Female,31.0,9,0.0,1,0,84126.75,"MortgageLoan,CreditCard"
15672145,0,Swift,534,France,Female,34.0,7,121551.58,1,1,70179.0,"HomeEquityLoan,MortgageLoan"
15732628,0,Ugoji,745,France,Male,46.0,2,122220.19,1,1,118024.1,CertificateOfDeposit
15787470,1,Parkinson,553,Spain,Male,47.0,3,116528.15,0,0,145704.19,HomeEquityLoan
15803406,0,Dr. Ross,748,France,Female,26.0,1,77780.29,0,1,183049.41,CertificateOfDeposit
15730460,0,Prof. Oleary,722,France,Male,37.0,2,0.0,0,0,120906.83,HomeEquityLoan
15644572,0,Turnbull,501,France,Male,,4,125832.2,1,1,100433.83,CheckingAccount
15694860,1,Uspensky,675,France,Female,38.0,6,68065.8,0,0,138777.0,CertificateOfDeposit
15658169,0,Cook,778,,Female,47.0,6,127299.34,1,0,124694.99,"InvestmentFund,AutoLoan"
15794396,0,Newbold,494,Germany,Female,38.0,7,174937.64,1,0,40084.32,RetirementAccount
15785798,0,Uchechukwu,850,France,,40.0,9,0.0,0,1,119232.33,"AutoLoan,RetirementAccount"
15710825,0,Ch'en,592,,Male,31.0,7,110071.1,0,0,43921.36,PersonalLoan
15668444,0,Dr. He,590,Spain,Female,44.0,3,139432.37,1,0,62222.81,HomeEquityLoan
15726631,0,Hilton,758,France,Female,39.0,6,127357.76,0,1,56577.0,RetirementAccount
15733797,0,Sal,506,France,Male,36.0,5,0.0,1,0,164253.35,"AutoLoan,RetirementAccount"
15747960,0,Eluemuno,733,France,Male,33.0,3,0.0,1,1,7666.73,SavingsAccount
15634632,0,Titus,711,France,Male,38.0,3,0.0,1,0,68487.51,"CreditCard,CertificateOfDeposit"
15707362,1,Yin,514,Germany,Male,43.0,1,95556.31,0,1,199273.98,InvestmentFund
15662976,0,Lettiere,637,Spain,Male,37.0,8,0.0,1,1,186062.36,PersonalLoan
15732778,0,Templeman,468,Germany,Male,29.0,1,111681.98,1,1,195711.16,"CheckingAccount,MortgageLoan"
15718443,0,Chibuzo,539,France,Male,39.0,3,0.0,1,0,36692.17,"AutoLoan,RetirementAccount"
15670039,0,Sun,509,Spain,Female,25.0,3,108738.71,1,0,106920.57,"CreditCard,PersonalLoan"
15773792,1,Evans,662,France,Female,32.0,4,133950.37,1,1,48725.68,SavingsAccount
15613786,0,Dr. Ogbonnaya,818,Spain,Male,26.0,4,0.0,1,1,167036.94,"MortgageLoan,HomeEquityLoan"
15726032,0,Enyinnaya,608,France,Male,33.0,9,89968.69,1,0,68777.26,CheckingAccount
15663252,0,Olisanugo,850,Spain,Female,32.0,9,0.0,1,1,18924.92,"CheckingAccount,CertificateOfDeposit"
15593782,1,Brookes,816,Germany,Female,38.0,5,130878.75,1,0,71905.77,"AutoLoan,InvestmentFund,CertificateOfDeposit"
15633283,0,Padovano,536,France,Male,35.0,8,0.0,1,0,64833.28,"CheckingAccount,AutoLoan"
15749167,0,Dr. Fisk,753,,Male,35.0,3,0.0,1,1,184843.77,"PersonalLoan,AutoLoan"
15759298,0,Shih,631,Spain,Male,27.0,10,134169.62,1,1,176730.02,RetirementAccount
15683625,1,Dr. Hare,703,,Male,37.0,1,149762.08,1,0,20629.4,SavingsAccount
15635367,0,Muir,774,France,Male,26.0,2,93844.69,1,0,28415.36,PersonalLoan
15681705,0,Fanucci,785,France,Male,28.0,8,0.0,1,0,77231.27,"HomeEquityLoan,RetirementAccount"
15603156,0,Elewechi,571,France,Female,33.0,1,0.0,1,0,102750.7,"PersonalLoan,HomeEquityLoan"
15591986,1,Prof. Johnston,621,Germany,Male,46.0,6,141078.37,0,0,34580.8,HomeEquityLoan
15798888,0,Pisano,605,Germany,Female,31.0,1,117992.59,1,1,183598.77,SavingsAccount
15809722,0,Ankudinov,611,France,Female,40.0,8,100812.33,1,0,147358.27,"HomeEquityLoan,MortgageLoan"
15677538,0,Dr. Nwokike,569,France,Male,38.0,7,0.0,1,1,108469.2,HomeEquityLoan
15797736,0,Smith,658,France,Male,29.0,4,80262.6,1,1,20612.82,CheckingAccount
15695585,0,Atkins,788,Spain,Male,34.0,6,156478.62,0,1,181196.76,CreditCard
15744398,0,Burns,525,France,Female,23.0,5,0.0,1,0,160249.1,"SavingsAccount,CheckingAccount"
15750658,0,Obiuto,798,France,Male,37.0,8,0.0,0,0,110783.28,"RetirementAccount,CertificateOfDeposit,AutoLoan"
15578186,0,Pirozzi,486,Germany,Male,37.0,9,115217.99,1,0,144995.33,"CheckingAccount,HomeEquityLoan"
15676519,1,George,615,Spain,Male,61.0,9,0.0,1,0,150227.85,"HomeEquityLoan,CreditCard"
15637954,0,Dr. Lewis,730,France,Female,35.0,0,155470.55,1,1,53718.28,PersonalLoan
15758639,0,Moran,641,France,Male,37.0,7,0.0,1,0,75248.3,"HomeEquityLoan,PersonalLoan"
15613772,1,Dalrymple,542,France,Male,39.0,3,135096.77,1,1,14353.43,CheckingAccount
15731744,0,Dr. Carslaw,692,France,Male,30.0,2,0.0,0,1,130486.57,"AutoLoan,InvestmentFund"
15807709,0,Kirby,714,Germany,Female,55.0,9,180075.22,1,1,100127.71,MortgageLoan
15714689,0,Houghton,591,Spain,Male,29.0,1,97541.24,1,1,196356.17,RetirementAccount
15699005,0,Martin,710,France,Female,41.0,2,156067.05,1,1,9983.88,SavingsAccount
15624170,0,Tan,639,France,Female,38.0,4,81550.94,0,1,118974.77,"CreditCard,CertificateOfDeposit"
15725679,1,Hsia,531,France,Female,47.0,6,0.0,0,0,194998.34,MortgageLoan
15585865,1,Westerberg,673,France,Female,38.0,2,170061.92,0,0,134901.34,"CreditCard,MortgageLoan"
15804256,0,Hale,765,Germany,Male,36.0,8,92310.54,1,1,72924.56,"CertificateOfDeposit,SavingsAccount"
15662403,0,Kryukova,622,France,Female,32.0,6,169089.38,1,0,101057.95,"MortgageLoan,PersonalLoan"
15733616,0,Sopuluchukwu,806,France,Male,40.0,5,80613.93,1,1,142838.64,CheckingAccount
15591995,0,Dr. Barry,757,,Male,26.0,8,121581.56,1,1,127059.04,"HomeEquityLoan,CreditCard"
15677020,1,Dr. Selezneva,570,France,Female,58.0,8,0.0,0,1,116503.92,CheckingAccount
15727688,0,Chizuoke,555,Spain,Male,32.0,4,0.0,1,1,54405.79,"RetirementAccount,HomeEquityLoan"
15715941,0,Lueck,692,France,Male,,5,0.0,1,1,88721.84,"CheckingAccount,CertificateOfDeposit"
15714485,1,Udinese,774,France,Male,60.0,5,85891.55,1,0,74135.48,InvestmentFund
15730059,0,Udobata,638,Spain,Male,44.0,9,77637.35,1,1,111346.22,"RetirementAccount,HomeEquityLoan"
15715527,0,Freeman,543,Spain,Female,41.0,4,0.0,0,0,194902.16,MortgageLoan
15576623,0,Outlaw,584,France,Male,31.0,5,0.0,1,0,31474.27,"CertificateOfDeposit,CheckingAccount"
15805565,0,Dr. Obiuto,691,Germany,Male,30.0,7,116927.89,1,0,21198.39,CreditCard
15677307,0,Lo,684,Germany,Female,40.0,6,137326.65,1,0,186976.6,CreditCard
15773890,0,Dr. Okechukwu,733,France,Male,22.0,5,0.0,1,1,117202.19,"HomeEquityLoan,CertificateOfDeposit"
15598883,0,King,599,Spain,,37.0,2,0.0,1,1,143739.29,"SavingsAccount,InvestmentFund"
15568506,0,Forbes,524,Germany,Female,31.0,10,67238.98,1,1,161811.23,"PersonalLoan,AutoLoan"
15761043,0,Macleod,632,Germany,Female,38.0,6,86569.76,1,0,98090.91,"CheckingAccount,AutoLoan"
15782236,0,Dr. Gibbs,735,Spain,Male,34.0,5,0.0,0,0,71095.41,"SavingsAccount,AutoLoan"
15593601,0,Isayev,734,France,Male,34.0,6,133598.4,1,1,13107.24,SavingsAccount
15682048,1,Pisano,605,France,Female,51.0,3,136188.78,1,1,67110.59,MortgageLoan
15746902,0,Belstead,793,Spain,Male,38.0,9,0.0,1,0,88225.02,"CreditCard,CheckingAccount"
15752081,1,Vassiliev,468,France,Female,,10,0.0,0,1,62256.87,"CreditCard,InvestmentFund,HomeEquityLoan"
15781307,0,Schneider,779,,Male,37.0,7,120092.52,1,0,135925.72,"AutoLoan,MortgageLoan"
